Wavelength(nm),Absorbance
1035.0000,0.00612366
1034.7999,0.00591825
1034.6000,0.00589857
1034.4000,0.00602642
1034.2000,0.00586849
1034.0000,0.00564254
1033.7999,0.00587884
1033.6000,0.00557306
1033.4000,0.00594462
1033.2000,0.00577016
1033.0000,0.00580543
1032.7999,0.0058165
1032.6000,0.00592305
1032.4000,0.0059127
1032.2000,0.00603464
1032.0000,0.00586162
1031.7999,0.00606739
1031.6000,0.00591502
1031.4000,0.00591921
1031.2000,0.005923
1031.0000,0.00606362
1030.7999,0.0058519
1030.6000,0.00593953
1030.4000,0.00595424
1030.2000,0.00585466
1030.0000,0.0060161
1029.7999,0.00594208
1029.6000,0.00610485
1029.4000,0.00607374
1029.2000,0.0058808
1029.0000,0.00595538
1028.7999,0.00579255
1028.6000,0.00576784
1028.4000,0.00594119
1028.2000,0.00589542
1028.0000,0.00606068
1027.7999,0.00585872
1027.6000,0.00591793
1027.4000,0.00586416
1027.2000,0.00579616
1027.0000,0.00584571
1026.7999,0.00598179
1026.6000,0.00592212
1026.4000,0.0061595
1026.2000,0.00575542
1026.0000,0.00590284
1025.7999,0.00579841
1025.6000,0.00585688
1025.4000,0.00595861
1025.2000,0.00598151
1025.0000,0.00596141
1024.7999,0.00583557
1024.6000,0.00558768
1024.4000,0.00599577
1024.2000,0.00592332
1024.0000,0.00579877
1023.8000,0.00581149
1023.6000,0.00573747
1023.4000,0.00575047
1023.2000,0.00594144
1023.0000,0.00581218
1022.8000,0.00583644
1022.6000,0.00616089
1022.4000,0.00592916
1022.2000,0.00564773
1022.0000,0.00610424
1021.8000,0.00616429
1021.6000,0.00602091
1021.4000,0.00593024
1021.2000,0.00577685
1021.0000,0.00588127
1020.8000,0.00569198
1020.6000,0.00603838
1020.4000,0.00604962
1020.2000,0.00583988
1020.0000,0.00603562
1019.8000,0.00592145
1019.6000,0.00591598
1019.4000,0.00608733
1019.2000,0.00570717
1019.0000,0.00600354
1018.8000,0.00595152
1018.6000,0.00584423
1018.4000,0.00590503
1018.2000,0.0059918
1018.0000,0.00612811
1017.8000,0.00603737
1017.6000,0.00584816
1017.4000,0.00582518
1017.2000,0.00581895
1017.0000,0.00592662
1016.8000,0.00598431
1016.6000,0.00589591
1016.4000,0.00597282
1016.2000,0.00589259
1016.0000,0.00576613
1015.8000,0.00570473
1015.6000,0.00591957
1015.4000,0.00600578
1015.2000,0.00590371
1015.0000,0.00608091
1014.8000,0.00608649
1014.6000,0.00580108
1014.4000,0.00571048
1014.2000,0.0057581
1014.0000,0.00598888
1013.8000,0.00590284
1013.6000,0.0060061
1013.4000,0.0058998
1013.2000,0.00583858
1013.0000,0.0059308
1012.8000,0.00584453
1012.6000,0.00586666
1012.4000,0.00592099
1012.2000,0.00577824
1012.0000,0.00594849
1011.8000,0.00573489
1011.6000,0.00569297
1011.4000,0.00587033
1011.2000,0.00572391
1011.0000,0.00598588
1010.8000,0.00593376
1010.6000,0.00587616
1010.4000,0.00593485
1010.2000,0.00589371
1010.0000,0.00596956
1009.8000,0.00603327
1009.6000,0.00580207
1009.4000,0.00599488
1009.2000,0.00582044
1009.0000,0.00575119
1008.8000,0.00591432
1008.6000,0.00604304
1008.4000,0.00576892
1008.2000,0.00606515
1008.0000,0.00609514
1007.8000,0.00597173
1007.6000,0.00591372
1007.4000,0.00594728
1007.2000,0.00573406
1007.0000,0.00608555
1006.8000,0.00590369
1006.6000,0.00592059
1006.4000,0.00602302
1006.2000,0.00591856
1006.0000,0.00588883
1005.8000,0.00608574
1005.6000,0.00592563
1005.4000,0.00575849
1005.2000,0.0058219
1005.0000,0.00608175
1004.8000,0.00590155
1004.6000,0.00588955
1004.4000,0.00590714
1004.2000,0.00605339
1004.0000,0.0062097
1003.8000,0.00578112
1003.6000,0.00589989
1003.4000,0.00602598
1003.2000,0.00597804
1003.0000,0.00603312
1002.8000,0.0060863
1002.6000,0.00587539
1002.4000,0.00620069
1002.2000,0.00592327
1002.0000,0.00592911
1001.8000,0.00575502
1001.6000,0.00591073
1001.4000,0.00588633
1001.2000,0.00596347
1001.0000,0.00557662
1000.8000,0.0061381
1000.6000,0.0062224
1000.4000,0.00611342
1000.2000,0.00588588
1000.0000,0.00617434
999.8000,0.00579836
999.6000,0.0061004
999.4000,0.00591243
999.2000,0.00598439
999.0000,0.00607895
998.8000,0.00600218
998.6000,0.00581033
998.4000,0.00593155
998.2000,0.00575945
998.0000,0.0060753
997.8000,0.00577219
997.6000,0.00575654
997.4000,0.00598067
997.2000,0.0058322
997.0000,0.00606359
996.8000,0.0059923
996.6000,0.00592684
996.4000,0.00600182
996.2000,0.0059415
996.0000,0.00586326
995.8000,0.00592136
995.6000,0.00596524
995.4000,0.00613627
995.2000,0.00552358
995.0000,0.00598531
994.8000,0.00598038
994.6000,0.00594413
994.4000,0.00592482
994.2000,0.00614886
994.0000,0.00605756
993.8000,0.00619082
993.6000,0.00571996
993.4000,0.0059113
993.2000,0.00578286
993.0000,0.0063096
992.8000,0.00605267
992.6000,0.00624493
992.4000,0.00569281
992.2000,0.00605558
992.0000,0.00584849
991.8000,0.00593355
991.6000,0.005764
991.4000,0.00589591
991.2000,0.00601278
991.0000,0.00617626
990.8000,0.00582186
990.6000,0.00612654
990.4000,0.00599597
990.2000,0.00628126
990.0000,0.00611524
989.8000,0.00584658
989.6000,0.00592846
989.4000,0.00598105
989.2000,0.00603398
989.0000,0.00630818
988.8000,0.00584556
988.6000,0.00580952
988.4000,0.00613993
988.2000,0.0054918
988.0000,0.00600466
987.8000,0.00585249
987.6000,0.0057962
987.4000,0.00595494
987.2000,0.00618212
987.0000,0.00627881
986.8000,0.00656324
986.6000,0.00575014
986.4000,0.00627748
986.2000,0.00588401
986.0000,0.00592404
985.8000,0.00589928
985.6000,0.00609763
985.4000,0.00588719
985.2000,0.0062549
985.0000,0.00608799
984.8000,0.00648683
984.6000,0.00573166
984.4000,0.00605405
984.2000,0.00587314
984.0000,0.00613952
983.8000,0.0057762
983.6000,0.00584198
983.4000,0.00589181
983.2000,0.00644674
983.0000,0.00594172
982.8000,0.00602473
982.6000,0.00605734
982.4000,0.00594286
982.2000,0.00580466
982.0000,0.00612475
981.8000,0.00584357
981.6000,0.00602233
981.4000,0.00618268
981.2000,0.00595808
981.0000,0.00613341
980.8000,0.00592582
980.6000,0.00593067
980.4000,0.00619407
980.2000,0.00605645
980.0000,0.00584309
979.8000,0.00629486
979.6000,0.00590032
979.4000,0.00648076
979.2000,0.00584143
979.0000,0.00597674
978.8000,0.00608734
978.6000,0.00574951
978.4000,0.00571975
978.2000,0.00649828
978.0000,0.00569944
977.8000,0.00599232
977.6000,0.00564966
977.4000,0.00638627
977.2000,0.0060495
977.0000,0.00628165
976.8000,0.00602908
976.6000,0.00572304
976.4000,0.00552882
976.2000,0.00617547
976.0000,0.00588348
975.8000,0.00611211
975.6000,0.00586825
975.4000,0.00643778
975.2000,0.00601551
975.0000,0.00620933
974.8000,0.00619119
974.6000,0.00606945
974.4000,0.00581819
974.2000,0.00627488
974.0000,0.00609883
973.8000,0.0059659
973.6000,0.00597851
973.4000,0.00598387
973.2000,0.00584448
973.0000,0.00593838
972.8000,0.00633864
972.6000,0.00594026
972.4000,0.00605687
972.2000,0.00557801
972.0000,0.00577113
971.8000,0.0059176
971.6000,0.00612475
971.4000,0.00615601
971.2000,0.00650429
971.0000,0.00614447
970.8000,0.00619476
970.6000,0.00556132
970.4000,0.006091
970.2000,0.00567747
970.0000,0.00611224
969.8000,0.00624158
969.6000,0.0063012
969.4000,0.00599632
969.2000,0.006264
969.0000,0.00572268
968.8000,0.00630022
968.6000,0.00543397
968.4000,0.0060068
968.2000,0.00613836
968.0000,0.0062397
967.8000,0.00604848
967.6000,0.00609145
967.4000,0.00591582
967.2000,0.00607311
967.0000,0.00590216
966.8000,0.00608438
966.6000,0.00559695
966.4000,0.00572129
966.2000,0.00565871
966.0000,0.00557071
965.8000,0.00553249
965.6000,0.00577673
965.4000,0.00587743
965.2000,0.00567156
965.0000,0.00581975
964.8000,0.00572369
964.6000,0.00590589
964.4000,0.00606228
964.2000,0.0059354
964.0000,0.00587553
963.8000,0.00645037
963.6000,0.00570943
963.4000,0.00583102
963.2000,0.00570028
963.0000,0.00590176
962.8000,0.00558063
962.6000,0.00566675
962.4000,0.00559334
962.2000,0.00622181
962.0000,0.00559186
961.8000,0.00586618
961.6000,0.00545257
961.4000,0.00595082
961.2000,0.00581229
961.0000,0.00595706
960.8000,0.00582851
960.6000,0.00589523
960.4000,0.00572295
960.2000,0.00595317
960.0000,0.00563121
959.8000,0.00625991
959.6000,0.00571275
959.4000,0.00583284
959.2000,0.0058892
959.0000,0.00562932
958.8000,0.00583684
958.6000,0.00584585
958.4000,0.00553262
958.2000,0.00577777
958.0000,0.00558538
957.8000,0.00599655
957.6000,0.0059978
957.4000,0.00550613
957.2000,0.00575935
957.0000,0.00568402
956.8000,0.0058127
956.6000,0.00585214
956.4000,0.00580485
956.2000,0.0056242
956.0000,0.00606002
955.8000,0.00603307
955.6000,0.00584765
955.4000,0.0055427
955.2000,0.00615945
955.0000,0.00590349
954.8000,0.00581878
954.6000,0.00568883
954.4000,0.00577076
954.2000,0.00552269
954.0000,0.00606419
953.8000,0.00595141
953.6000,0.00623278
953.4000,0.00583609
953.2000,0.00575646
953.0000,0.00541637
952.8000,0.00610838
952.6000,0.00615499
952.4000,0.00636515
952.2000,0.0061074
952.0000,0.00577667
951.8000,0.00585669
951.6000,0.00595564
951.4000,0.00586057
951.2000,0.00626651
951.0000,0.00598186
950.8000,0.00638686
950.6000,0.00616846
950.4000,0.00564529
950.2000,0.0060954
950.0000,0.00622529
949.8000,0.00614638
949.6000,0.00616255
949.4000,0.00632312
949.2000,0.00647087
949.0000,0.00625455
948.8000,0.00621327
948.6000,0.00701482
948.4000,0.00674602
948.2000,0.00662227
948.0000,0.00634672
947.8000,0.00608015
947.6000,0.00628477
947.4000,0.00620657
947.2000,0.00607045
947.0000,0.00634541
946.8000,0.00616409
946.6000,0.0066035
946.4000,0.00623834
946.2000,0.00648521
946.0000,0.00681722
945.8000,0.00655504
945.6000,0.00604043
945.4000,0.00627507
945.2000,0.0062915
945.0000,0.00627536
944.8000,0.00610256
944.6000,0.00615826
944.4000,0.00624131
944.2000,0.00661663
944.0000,0.00623696
943.8000,0.00628186
943.6000,0.00639585
943.4000,0.00620021
943.2000,0.00631205
943.0000,0.00634806
942.8000,0.0065234
942.6000,0.00659995
942.4000,0.00627178
942.2000,0.00661326
942.0000,0.00656769
941.8000,0.00637619
941.6000,0.00654054
941.4000,0.0061552
941.2000,0.00646752
941.0000,0.00637796
940.8000,0.00644017
940.6000,0.00678458
940.4000,0.00658855
940.2000,0.00657296
940.0000,0.00642802
939.8000,0.00632561
939.6000,0.0066499
939.4000,0.00640084
939.2000,0.00650047
939.0000,0.00663334
938.8000,0.00661685
938.6000,0.00665623
938.4000,0.00649875
938.2000,0.00661173
938.0000,0.00680351
937.8000,0.00641899
937.6000,0.00689576
937.4000,0.00684407
937.2000,0.00632589
937.0000,0.00655859
936.8000,0.00658608
936.6000,0.00644771
936.4000,0.00654128
936.2000,0.00648175
936.0000,0.00631269
935.8000,0.00637872
935.6000,0.00639688
935.4000,0.00640604
935.2000,0.0066707
935.0000,0.00701183
934.8000,0.00678855
934.6000,0.00680051
934.4000,0.00664187
934.2000,0.00672318
934.0000,0.00654873
933.8000,0.0063673
933.6000,0.00672334
933.4000,0.00674328
933.2000,0.00688385
933.0000,0.00681161
932.8000,0.00664557
932.6000,0.00673515
932.4000,0.00645077
932.2000,0.00673678
932.0000,0.00689234
931.8000,0.00654073
931.6000,0.0066678
931.4000,0.0066205
931.2000,0.00692083
931.0000,0.00699459
930.8000,0.00676133
930.6000,0.00691124
930.4000,0.00678442
930.2000,0.00681155
930.0000,0.00711032
929.8000,0.00667897
929.6000,0.00687631
929.4000,0.00661704
929.2000,0.00646412
929.0000,0.00673961
928.8000,0.00680424
928.6000,0.0065372
928.4000,0.00677432
928.2000,0.00653238
928.0000,0.00667444
927.8000,0.00673347
927.6000,0.00674854
927.4000,0.00669122
927.2000,0.00668569
927.0000,0.0067205
926.8000,0.00681386
926.6000,0.00664582
926.4000,0.00703019
926.2000,0.00688498
926.0000,0.00666293
925.8000,0.00691601
925.6000,0.00695586
925.4000,0.00681892
925.2000,0.00693213
925.0000,0.00676951
924.8000,0.00665385
924.6000,0.00682042
924.4000,0.00670385
924.2000,0.00667622
924.0000,0.00677283
923.8000,0.00697326
923.6000,0.00685962
923.4000,0.00677536
923.2000,0.00702723
923.0000,0.00734506
922.8000,0.00672392
922.6000,0.00725299
922.4000,0.0068822
922.2000,0.0067783
922.0000,0.00686886
921.8000,0.00692155
921.6000,0.00690159
921.4000,0.00716235
921.2000,0.00636687
921.0000,0.00684074
920.8000,0.00678256
920.6000,0.00689594
920.4000,0.00691432
920.2000,0.00695197
920.0000,0.00697681
919.8000,0.0070325
919.6000,0.00662572
919.4000,0.00710437
919.2000,0.00672733
919.0000,0.00676055
918.8000,0.00695549
918.6000,0.00685144
918.4000,0.00694684
918.2000,0.00664905
918.0000,0.00635857
917.8000,0.006676
917.6000,0.006591
917.4000,0.00710739
917.2000,0.00726018
917.0000,0.0067136
916.8000,0.00654372
916.6000,0.00650135
916.4000,0.00713574
916.2000,0.00730253
916.0000,0.00736758
915.8000,0.00705988
915.6000,0.00718622
915.4000,0.00655154
915.2000,0.00684359
915.0000,0.0070338
914.8000,0.00660352
914.6000,0.00635935
914.4000,0.00727936
914.2000,0.00651295
914.0000,0.00698046
913.8000,0.00638182
913.6000,0.00670823
913.4000,0.00695517
913.2000,0.0070711
913.0000,0.00689099
912.8000,0.00685014
912.6000,0.00650759
912.4000,0.00733231
912.2000,0.00656954
912.0000,0.00712825
911.8000,0.00701251
911.6000,0.00645487
911.4000,0.00668662
911.2000,0.00663524
911.0000,0.00635369
910.8000,0.00703109
910.6000,0.00641447
910.4000,0.00699332
910.2000,0.00725212
910.0000,0.00672165
909.8000,0.00723067
909.6000,0.0066436
909.4000,0.00680522
909.2000,0.00720024
909.0000,0.00670673
908.8000,0.00670564
908.6000,0.00698441
908.4000,0.00696651
908.2000,0.00716486
908.0000,0.00644526
907.8000,0.00714013
907.6000,0.00696271
907.4000,0.00696598
907.2000,0.00657668
907.0000,0.00694061
906.8000,0.0065467
906.6000,0.00727816
906.4000,0.00689939
906.2000,0.00674142
906.0000,0.00642664
905.8000,0.0070911
905.6000,0.00667317
905.4000,0.00735015
905.2000,0.00693305
905.0000,0.00728242
904.8000,0.00702336
904.6000,0.0072506
904.4000,0.00672978
904.2000,0.0069941
904.0000,0.00659878
903.8000,0.00674577
903.6000,0.00633687
903.4000,0.00706802
903.2000,0.00723211
903.0000,0.0070376
902.8000,0.00685033
902.6000,0.00710583
902.4000,0.00725661
902.2000,0.00722047
902.0000,0.00693058
901.8000,0.00707453
901.6000,0.00685336
901.4000,0.0070684
901.2000,0.00727028
901.0000,0.0065956
900.8000,0.00738967
900.6000,0.00702039
900.4000,0.0070026
900.2000,0.00708658
900.0000,0.0073939
899.8000,0.00711298
899.6000,0.00735847
899.4000,0.00604288
899.2000,0.00692253
899.0000,0.0065755
898.8000,0.00700593
898.6000,0.00678717
898.4000,0.00711054
898.2000,0.00684063
898.0000,0.00709572
897.8000,0.00672948
897.6000,0.00754728
897.4000,0.00666559
897.2000,0.00755279
897.0000,0.00720098
896.8000,0.00743214
896.6000,0.00717611
896.4000,0.0074371
896.2000,0.00677344
896.0000,0.00703364
895.8000,0.00644733
895.6000,0.00694801
895.4000,0.00704405
895.2000,0.0073381
895.0000,0.00717116
894.8000,0.00702674
894.6000,0.00669172
894.4000,0.00740978
894.2000,0.00776478
894.0000,0.00735686
893.8000,0.00714804
893.6000,0.00687197
893.4000,0.00693401
893.2000,0.00675667
893.0000,0.00728539
892.8000,0.00743256
892.6000,0.00777297
892.4000,0.006852
892.2000,0.00723564
892.0000,0.00613025
891.8000,0.00690966
891.6000,0.00704273
891.4000,0.00720449
891.2000,0.00729062
891.0000,0.00734602
890.8000,0.00665954
890.6000,0.00737388
890.4000,0.00599532
890.2000,0.00742465
890.0000,0.00698679
889.8000,0.00729542
889.6000,0.00699844
889.4000,0.00721784
889.2000,0.00700775
889.0000,0.00759225
888.8000,0.00696963
888.6000,0.00782416
888.4000,0.0066955
888.2000,0.00747603
888.0000,0.00729909
887.8000,0.00708115
887.6000,0.00681494
887.4000,0.00684807
887.2000,0.00646925
887.0000,0.00682896
886.8000,0.00667509
886.6000,0.00725439
886.4000,0.00729631
886.2000,0.00715079
886.0000,0.00757564
885.8000,0.00685789
885.6000,0.00735305
885.4000,0.00758285
885.2000,0.00696218
885.0000,0.00691397
884.8000,0.00754638
884.6000,0.00635737
884.4000,0.00678462
884.2000,0.0069187
884.0000,0.0074848
883.8000,0.00626785
883.6000,0.00701408
883.4000,0.00704576
883.2000,0.00782165
883.0000,0.007181
882.8000,0.00799302
882.6000,0.00679933
882.4000,0.00716459
882.2000,0.00718122
882.0000,0.00771638
881.8000,0.00693072
881.6000,0.00781438
881.4000,0.00693478
881.2000,0.0074735
881.0000,0.00666192
880.8000,0.00660787
880.6000,0.00633962
880.4000,0.00704609
880.2000,0.00758801
880.0000,0.00817477
879.8000,0.0066545
879.6000,0.0073842
879.4000,0.00708143
879.2000,0.00735001
879.0000,0.00748525
878.8000,0.00672597
878.6000,0.00682523
878.4000,0.00689584
878.2000,0.00686703
878.0000,0.00731078
877.8000,0.00710578
877.6000,0.00698017
877.4000,0.0071593
877.2000,0.00633983
877.0000,0.00761634
876.8000,0.00682216
876.6000,0.00736174
876.4000,0.00751013
876.2000,0.00714858
876.0000,0.0064724
875.8000,0.00719031
875.6000,0.00683074
875.4000,0.00792605
875.2000,0.00643046
875.0000,0.00710836
874.8000,0.00705238
874.6000,0.00701845
874.4000,0.00635214
874.2000,0.00739815
874.0000,0.00646786
873.8000,0.00750383
873.6000,0.00699319
873.4000,0.00729674
873.2000,0.00674171
873.0000,0.00702904
872.8000,0.00660002
872.6000,0.00725822
872.4000,0.00631321
872.2000,0.0069258
872.0000,0.00664653
871.8000,0.00670109
871.6000,0.00760701
871.4000,0.00760263
871.2000,0.00701072
871.0000,0.00777823
870.8000,0.00739085
870.6000,0.00787036
870.4000,0.00769999
870.2000,0.00698539
870.0000,0.00790221
869.8000,0.00689647
869.6000,0.00644173
869.4000,0.00683686
869.2000,0.00674421
869.0000,0.00666727
868.8000,0.00735372
868.6000,0.0065845
868.4000,0.00826653
868.2000,0.00730801
868.0000,0.00724875
867.8000,0.00675552
867.6000,0.00624447
867.4000,0.00674153
867.2000,0.00794918
867.0000,0.00696105
866.8000,0.00761925
866.6000,0.00560045
866.4000,0.00720328
866.2000,0.0069749
866.0000,0.00638464
865.8000,0.00669972
865.6000,0.00713848
865.4000,0.00646667
865.2000,0.00763236
865.0000,0.00716742
864.8000,0.00779815
864.6000,0.00665188
864.4000,0.00701665
864.2000,0.00730453
864.0000,0.00696108
863.8000,0.00679763
863.6000,0.00749137
863.4000,0.00725742
863.2000,0.00740894
863.0000,0.00731834
862.8000,0.00708948
862.6000,0.00736531
862.4000,0.00790878
862.2000,0.00732051
862.0000,0.00674501
861.8000,0.00761305
861.6000,0.00731617
861.4000,0.00721602
861.2000,0.00671877
861.0000,0.00746957
860.8000,0.00653728
860.6000,0.00630514
860.4000,0.00682879
860.2000,0.00760002
860.0000,0.00705546
859.8000,0.00739671
859.6000,0.0065651
859.4000,0.00708683
859.2000,0.00620314
859.0000,0.00727042
858.8000,0.00733776
858.6000,0.00757309
858.4000,0.00731862
858.2000,0.00748197
858.0000,0.00653097
857.8000,0.00767604
857.6000,0.00695693
857.4000,0.00764319
857.2000,0.00654128
857.0000,0.00612053
856.8000,0.00753099
856.6000,0.00732284
856.4000,0.00653821
856.2000,0.00831922
856.0000,0.00766984
855.8000,0.00776905
855.6000,0.00720402
855.4000,0.00664406
855.2000,0.00848007
855.0000,0.00788949
854.8000,0.00762261
854.6000,0.00739531
854.4000,0.00699263
854.2000,0.00717796
854.0000,0.00694248
853.8000,0.00752738
853.6000,0.00741507
853.4000,0.00620643
853.2000,0.00747692
853.0000,0.00783425
852.8000,0.00712563
852.6000,0.00728837
852.4000,0.00772631
852.2000,0.00755752
852.0000,0.00751958
851.8000,0.00728216
851.6000,0.00869668
851.4000,0.00748713
851.2000,0.00820219
851.0000,0.0072951
850.8000,0.00712368
850.6000,0.00752348
850.4000,0.00724995
850.2000,0.00691067
